month,platform,brand,legalEntity,comuna,project,pepCode,campaignName,amount,invoiceId,invoiceDate,paymentDate,paymentReference,referenceId,referenceType,chargeAmountValidation,matched,mappingBrand,cartolaMatchStatus
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,AON,PLP 1,I-ALM-2226,Costos operativos regulatorios de Italia,199,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,AON,PLP 1,I-ALM-2226,Costos operativos regulatorios de Türkiye,4,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,Genérico,PLP 1,I-ALM-2226,Nacional | AO S | Por Categoria | Always On,125014,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,Inversionista,PLP 1,I-ALM-2226,Santiago | AO S | Inversionistas 2,60836,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,Las Condes,PLP 1,I-ALM-2226,Santiago | AO S | Por Comuna | Las Condes,954009,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,PPP,PLP 1,I-ALM-2226,Santiago | AO S | Tudeptoestupie,69514,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,AON,PLP 1,I-ALM-2226,Tarifa del impuesto a los servicios digitales del Reino Unido,232,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,Genérico,PLP 2,I-ALM-2306,Nacional | AO S | Por Categoria | Always On,125014,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,Inversionista,PLP 2,I-ALM-2306,Santiago | AO S | Inversionistas 2,60836,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,Las Condes,PLP 2,I-ALM-2306,Santiago | AO S | Por Comuna | Las Condes,954008,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,PPP,PLP 2,I-ALM-2306,Santiago | AO S | Tudeptoestupie,69514,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,Genérico,Rengo,I-ALM-2288,Nacional | AO S | Por Categoria | Always On,125014,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,Inversionista,Rengo,I-ALM-2288,Santiago | AO S | Inversionistas 2,60836,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
